Make,Title_URL,Sale_Type,Price,Model,Additional_Comments,Year,Car_Type,Mileage,Engine_Size,Engine_Type,Transmission,Dealership_Location,Prior_Owners,Information/Detail
,https://www.autotrader.co.uk/cars/leasing/product/202310253341472?leaseOption=12_48_5000&advertising-location=at_cars&make=Jaguar&page=6&postcode=WR3%207AE&sort=relevance&fromsra,Lease deal,629.0,,Subject to status and conditions.,,,,,,,,,2.0 D200 MHEV R-Dynamic SE Black Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202401255896980?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Finance available,35900.0,E-PACE,"HEATED STEERING WHEEL, PRIVACY",2022.0,SUV,,2.0L,201BHP,Automatic,Diesel,1.0,2.0 D204 MHEV R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202402236886576?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,,1299.0,X-Type,*NEW MOT*2 OWNERS*HPI CLEAR*,2008.0,Saloon,,2.2L,152BHP,Manual,Diesel,,2.2D S 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402096423947?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,,4950.0,XF,"HIGH SPEC, MUST SEE!",2014.0,Saloon,,2.2L,200PS,Automatic,Diesel,,2.2d Premium Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402106431031?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,,1500.0,S-Type,PX DEL WARRANTY LEATHER,2003.0,Saloon,,2.5L,201BHP,Automatic,Petrol,,2.5 V6 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202312064603488?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Private seller,1200.0,XJ,,2002.0,Saloon,,3.2L,240BHP,Automatic,Petrol,,3.2 XJ8 SE 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401235831121?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,,1995.0,X-Type,LONG MOT-V5C-2KEYS-AUTO-CLEAN,2006.0,Estate,,2.5L,194BHP,Automatic,Petrol,,2.5 V6 SE (AWD) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202402276999755?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Finance available,8789.0,XF,🌟Impeccable FSH 12 Services🌟,2012.0,Saloon,,3.0L,275PS,Automatic,Diesel,,3.0d S V6 Premium Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202301032915081?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Finance available,2495.0,X-Type,"Family run Business, Est 1964",2009.0,Saloon,,2.0L,128BHP,Manual,Diesel,,2.0D S 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401155568174?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Finance available,5950.0,XF,TRADE SALE ONLY | PX TO CLEAR,2015.0,Saloon,,2.0L,180PS,Automatic,Diesel,,2.0d Prestige Auto Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401155577794?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Finance available,4994.0,XE,FSH/Timing Belt Done/Leather,2015.0,Saloon,,2.0L,163PS,Manual,Diesel,,2.0d R-Sport Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402256931479?sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,,2490.0,X-Type,AUTO+HTD LTHR+SAT NAV+READ ADD,2009.0,Saloon,,2.2L,143BHP,Automatic,Diesel,,2.2D DPF SE 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402146575755?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Finance available,25999.0,F-PACE,PAN ROOF  | 1 OWNER,2020.0,SUV,,2.0L,250PS,Automatic,Petrol,1.0,2.0 P250i R-Sport Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202402297066705?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&fromsra,Finance available,24900.0,E-PACE,Meridian Sound System 380 Watt,2019.0,SUV,,2.0L,180PS,Automatic,Diesel,1.0,2.0 D180 R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr
,https://www.autotrader.co.uk/cars/leasing/product/202311234218610?leaseOption=12_48_5000&advertising-location=at_cars&make=Jaguar&page=7&postcode=WR3%207AE&sort=relevance&fromsra,Lease deal,540.0,,Subject to status and conditions.,,,,,,,,,2.0 D200 MHEV R-Dynamic SE Black Auto Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402056255195?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,Finance available,45257.0,F-PACE,SLID PAN ROOF | BLK PK | PRIV,2023.0,SUV,,2.0L,201BHP,Automatic,Diesel,,2.0 D200 MHEV R-Dynamic SE Black Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202307079412328?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,Private seller,3995.0,XF,JAGUAR XF 3.0 DIESEL LUXURY 13,2013.0,Saloon,,3.0L,240PS,Automatic,Diesel,,3.0d V6 Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202403037166332?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,2790.0,S-Type,"3 MONTHS WARRANTY,FULL SERVICE",2007.0,Saloon,,3.0L,240BHP,Automatic,Petrol,,3.0 V6 XS 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402136531528?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,4990.0,XF,FULL HISTORY+BIG SPEC+SV KIT,2010.0,Saloon,,3.0L,275PS,Automatic,Diesel,,3.0d S V6 Premium Luxury Auto Euro 5 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402156621686?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,1999.0,XJ,NOVEMBER MOT VERY CLEAN CAR,2001.0,Saloon,,3.2L,240BHP,Automatic,Petrol,,3.2 XJ8 Executive 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402216812818?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,2750.0,X-Type,SAT NAV|HTD LTHR|AUTOMATIC|WOW,2009.0,Saloon,,2.2L,143BHP,Automatic,Diesel,,2.2D DPF SE 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402146571202?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,1395.0,X-Type,EXCELLENT CONDITION BARGAIN !,2006.0,Saloon,,2.2L,152BHP,Manual,Diesel,,2.2D SE 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401265928485?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,2095.0,X-Type,JAN 25 MOT. CLEAN EXAMPLE,2009.0,Saloon,,2.0L,128BHP,Manual,Diesel,,2.0D S 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202403047213286?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,1590.0,S-Type,"ULEZ FREE,LEATHER,H/SEAT",2004.0,Saloon,,2.5L,201BHP,Automatic,Petrol,,2.5 V6 SE Plus 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402106433954?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,2495.0,X-Type,EXCELLENT EXAMPLE,2007.0,Estate,,2.2L,152BHP,Manual,Diesel,,2.2D S 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202312084659691?sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,,4059.0,S-Type,"MOT DEC 2024,2 FORMER KEEPERS",2008.0,Saloon,,2.7L,206BHP,Automatic,Diesel,,2.7D V6 XS 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402026158846?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,Finance available,17995.0,F-PACE,REVERSE CAMERA HEATED SEATS,2018.0,SUV,,2.0L,300PS,Automatic,Petrol,,2.0 P300 R-Sport Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202402226820038?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&fromsra,Finance available,42000.0,E-PACE,"BLACK PACK, PRIVACY GLASS",2023.0,SUV,,2.0L,201BHP,Automatic,Diesel,1.0,2.0 D204 MHEV R-Dynamic S Auto AWD Euro 6 (s/s) 5dr
,https://www.autotrader.co.uk/cars/leasing/product/202310253341471?leaseOption=12_48_5000&advertising-location=at_cars&make=Jaguar&page=8&postcode=WR3%207AE&sort=relevance&fromsra,Lease deal,605.0,,Subject to status and conditions.,,,,,,,,,2.0 D200 MHEV R-Dynamic S Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202401095392929?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Finance available,11820.0,XE,PRIV | CRUISE | REAR CAMERA,2015.0,Saloon,,2.0L,161BHP,Automatic,Diesel,,2.0d SE Auto Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202312114712591?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Private seller,3700.0,XF,,2011.0,Saloon,,2.2L,190PS,Automatic,Diesel,,2.2d Premium Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401135529735?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,,3495.0,S-Type,AUTO LEATHERS NAV GREATCAR MOT,2007.0,Saloon,,2.7L,206BHP,Manual,Diesel,,2.7D V6 XS 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402206755645?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Finance available,5250.0,XF,FSH-2KEY-BT-DAB-CRUISE-SAT.NAV,2012.0,Saloon,,2.2L,163PS,Automatic,Diesel,,2.2d Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202403077317742?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,,1575.0,S-Type,DRIVES SUPERB ULEZ COMPLIANT,2002.0,Saloon,,2.5L,201BHP,Automatic,Petrol,,2.5 V6 SE 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202310213205430?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Finance available,5999.0,XF,"ULEZ,SPORTS",2013.0,Saloon,,2.2L,200PS,Automatic,Diesel,,2.2d Sport Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401055264662?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Finance available,4999.0,XF,R SPORT/2KEYS/S NAV/B TOOTH,2012.0,Saloon,,2.2L,190PS,Automatic,Diesel,,2.2d SE Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401275970686?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,,3499.0,X-Type,12 MONTHS WARRANTY INCLUDED.,2008.0,Saloon,,2.2L,145BHP,Automatic,Diesel,,2.2D DPF Sport Premium 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202312225017481?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,,3295.0,XF,,2010.0,Saloon,,3.0L,238PS,Automatic,Petrol,,3.0 V6 Luxury Auto Euro 4 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402026164126?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Finance available,4695.0,XF,part service history,2012.0,Saloon,,3.0L,275PS,Automatic,Diesel,,3.0d S V6 Luxury Auto Euro 5 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402297065909?sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,,3000.0,XF,"**NAV, FSH & 12 MONTH MOT**",2009.0,Saloon,,3.0L,240PS,Automatic,Diesel,,3.0d V6 Luxury Auto Euro 5 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202403057244480?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Finance available,22990.0,E-PACE,"REAR CAMERA, HEATED SEATS",2021.0,SUV,,2.0L,197BHP,Automatic,Petrol,1.0,2.0 P200 R-Dynamic Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202401095392929?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&fromsra,Finance available,11820.0,XE,PRIV | CRUISE | REAR CAMERA,2015.0,Saloon,,2.0L,161BHP,Automatic,Diesel,,2.0d SE Auto Euro 6 (s/s) 4dr
,https://www.autotrader.co.uk/cars/leasing/product/202307059333968?leaseOption=12_48_5000&advertising-location=at_cars&make=Jaguar&page=9&postcode=WR3%207AE&sort=relevance&fromsra,Lease deal,579.0,,Subject to status and conditions.,,,,,,,,,2.0 D204 MHEV R-Dynamic S Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202401255896980?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,35900.0,E-PACE,"HEATED STEERING WHEEL, PRIVACY",2022.0,SUV,,2.0L,201BHP,Automatic,Diesel,1.0,2.0 D204 MHEV R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202402216800424?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,5990.0,XF,"Recent Service, Great Spec!",2012.0,Saloon,,2.2L,190BHP,Automatic,Diesel,,2.2d Premium Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402297076706?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,4995.0,XJ,Trade Clearance Be Quick!,2011.0,Saloon,,3.0L,275PS,Automatic,Diesel,,3.0d V6 Luxury Auto Euro 5 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402256935379?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,5290.0,XF,FULL JAGUAR SERVICE+ B&W + CAM,2012.0,Saloon,,2.2L,190PS,Automatic,Diesel,,2.2d Portfolio Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402236862884?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,,2995.0,X-Type,16 service invoices,2007.0,Saloon,,2.0L,128BHP,Manual,Diesel,,2.0D S 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202312084669551?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,,2495.0,X-Type,"ULEZ, LEATHER, SATNAV, 2 KEYS",2004.0,Estate,,2.5L,194BHP,Automatic,Petrol,,2.5 V6 SE (AWD) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202402026144571?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,,3000.0,XF,NATIONWDE DELVRY + OLD CAR PX,2008.0,Saloon,,2.7L,207PS,Automatic,Diesel,,2.7d V6 Premium Luxury Auto Euro 4 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202307129580626?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,,5995.0,XF,+++LONG MOT+SERVICE HISTORY+++,2012.0,Saloon,,2.2L,190PS,Automatic,Diesel,,2.2d Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402036203970?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,7999.0,XF,AUTO LEATHER FREE DELIVERY,2012.0,Saloon,,3.0L,275PS,Automatic,Diesel,,3.0d S V6 Portfolio Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202312044548106?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,,3989.0,XF,LONG MOT- AUTO- LOW MILES,2009.0,Saloon,,3.0L,240PS,Automatic,Diesel,,3.0d V6 Luxury Auto Euro 5 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202403067279735?sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,9925.0,XE,"NAV, XENONS, CAMERA,18""",2016.0,Saloon,,2.0L,178BHP,Automatic,Diesel,,2.0d R-Sport Auto Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401175634360?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,21490.0,F-PACE,REAR COMFORT PACK+PAN ROOF!!,2017.0,SUV,,2.0L,250PS,Automatic,Petrol,,2.0 P250i Portfolio Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202402297066705?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&fromsra,Finance available,24900.0,E-PACE,Meridian Sound System 380 Watt,2019.0,SUV,,2.0L,180PS,Automatic,Diesel,1.0,2.0 D180 R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr
,https://www.autotrader.co.uk/cars/leasing/product/202311234218617?leaseOption=12_48_5000&advertising-location=at_cars&make=Jaguar&page=10&postcode=WR3%207AE&sort=relevance&fromsra,Lease deal,556.0,,Subject to status and conditions.,,,,,,,,,2.0 P250i R-Dynamic SE Black Auto Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401095392929?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,Finance available,11820.0,XE,PRIV | CRUISE | REAR CAMERA,2015.0,Saloon,,2.0L,161BHP,Automatic,Diesel,,2.0d SE Auto Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202401296021933?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,Private seller,1799.0,XJ,PLEASE READ ALL OF DESCRIPTION,2002.0,Saloon,,3.2L,240BHP,Automatic,Petrol,,3.2 XJ8 Sport 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202303105109094?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,1895.0,X-Type,MINT CONDITION//CREAM LEATHER,2008.0,Saloon,,2.2L,152BHP,Manual,Diesel,,2.2D SE 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202312154851134?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,Finance available,11490.0,XF,Sat Nav~Camera~Heated Seats,2016.0,Saloon,,2.0L,180PS,Automatic,Diesel,,2.0d Portfolio Auto Euro 6 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402226824408?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,7995.0,XF,FSH 12MONTHS MOT A1CON,2015.0,Saloon,,2.2L,200PS,Automatic,Diesel,,2.2d R-Sport Black Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402297051310?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,1995.0,X-Type,AUTO | MOT 02/2025 | SERVICED,2005.0,Saloon,,2.5L,194BHP,Automatic,Petrol,,2.5 V6 SE (AWD) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202403057246828?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,Private seller,2500.0,XF,,2008.0,Saloon,,2.7L,207PS,Automatic,Diesel,,2.7d V6 Premium Luxury Auto Euro 4 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402156618293?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,1999.0,S-Type,14 servce history_12 month mot,2006.0,Saloon,,2.7L,206BHP,Automatic,Diesel,,2.7D V6 SE 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402186704017?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,2995.0,XF,Full MOT|Timing Belt Done,2008.0,Saloon,,2.7L,207PS,Automatic,Diesel,,2.7d V6 Luxury Auto Euro 4 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402066289108?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,2000.0,XF,PLEASE READ ADVERT,2010.0,Saloon,,3.0L,240PS,Automatic,Diesel,,3.0d V6 Premium Luxury Auto Euro 5 4dr
Jaguar,https://www.autotrader.co.uk/car-details/201811072223893?sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,5995.0,XK8,CUSTOM SPEC/ASTON MARTIN LOOKS,1999.0,Coupe,,4.0L,290BHP,Automatic,Petrol,,4.0 2dr
Jaguar,https://www.autotrader.co.uk/car-details/202401285993639?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,,37995.0,F-PACE,"Clean Example, P/X Available.",2019.0,SUV,,5.0L,550PS,Automatic,Petrol,,5.0 V8 SVR Quickshift AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202401095392929?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&fromsra,Finance available,11820.0,XE,PRIV | CRUISE | REAR CAMERA,2015.0,Saloon,,2.0L,161BHP,Automatic,Diesel,,2.0d SE Auto Euro 6 (s/s) 4dr
,https://www.autotrader.co.uk/cars/leasing/product/202310253341463?leaseOption=12_48_5000&advertising-location=at_cars&make=Jaguar&page=11&postcode=WR3%207AE&sort=relevance&fromsra,Lease deal,681.0,,Subject to status and conditions.,,,,,,,,,2.0 D200 MHEV R-Dynamic HSE Black Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202401295996430?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=12&postcode=WR3%207AE&fromsra,Finance available,35750.0,E-PACE,"11.4"" SCREEN / CAR PLAY",2022.0,SUV,,2.0L,201BHP,Automatic,Diesel,1.0,2.0 D204 MHEV R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr
Jaguar,https://www.autotrader.co.uk/car-details/202403057243432?sort=relevance&advertising-location=at_cars&make=Jaguar&page=12&postcode=WR3%207AE&fromsra,,2200.0,XF,Warranty Available / Cheap V8,2008.0,Saloon,,4.2L,298PS,Automatic,Petrol,,4.2 V8 Premium Luxury Auto Euro 4 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402216806779?sort=relevance&advertising-location=at_cars&make=Jaguar&page=12&postcode=WR3%207AE&fromsra,Finance available,3795.0,XF,LADY OWNER,2011.0,Saloon,,3.0L,240PS,Automatic,Diesel,,3.0d V6 Premium Luxury Auto Euro 5 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202403037163275?sort=relevance&advertising-location=at_cars&make=Jaguar&page=12&postcode=WR3%207AE&fromsra,,3650.0,XF,,2012.0,Saloon,,2.2L,190PS,Automatic,Diesel,1.0,2.2d Premium Luxury Auto Euro 5 (s/s) 4dr
Jaguar,https://www.autotrader.co.uk/car-details/202402297068323?sort=relevance&advertising-location=at_cars&make=Jaguar&page=12&postcode=WR3%207AE&fromsra,,4889.0,X-Type,🏁 Low Miles Automatic 🏁,2009.0,Saloon,,2.2L,143BHP,Automatic,Diesel,,2.2D DPF SE 4dr
